term,en,pl
Examine/Unlock Bedroom Fitz/Section ds1 Choice 2,Later.,Później.
Examine/Unlock Bedroom Penny/Section ds0,We can get into Penny's room now.,Możemy teraz dostać się do pokoju Penny.
Examine/Unlock Bedroom Penny/Section ds1,Now - like... [h]right[/h] now?,Teraz - czyli... [h]zaraz[/h] teraz?
Examine/Unlock Bedroom Penny/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/Unlock Bedroom Penny/Section ds1 Choice 2,Later.,Później.
Examine/Unlock Bedroom Poppy/Section ds0,Alright... Poppy's bedroom is unlocked.,Dobrze... sypialnia Poppy jest odblokowana.
Examine/Unlock Bedroom Poppy/Section ds1,...I wonder what's in there?,"...ciekawe, co tam jest?"
Examine/Unlock Bedroom Poppy/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/Unlock Bedroom Poppy/Section ds1 Choice 2,Later.,Później.
Examine/florasroomNIGHTbase/Section ds0,It's dark.,Jest ciemno.
Examine/florasroomNIGHTbase2/Section ds0,...,...
Examine/florasroomNIGHTbird/Section ds0,...,...
Examine/florasroomNIGHTbird/Section ds11,But she's a very [h]good[/h] listener.,Ale jest bardzo [h]dobrą[/h] słuchaczką.
Examine/florasroomNIGHTbird/Section ds12,Our little thief.,Nasza mała złodziejka.
Examine/florasroomNIGHTbird/Section ds15,...how long has it been there?,...jak długo tam jest?
Examine/florasroomNIGHTbird/Section ds3,There she is.,Oto i ona.
Examine/florasroomNIGHTbird/Section ds5,Did it hear the whole conversation?,Słyszała całą rozmowę?
Examine/florasroomNIGHTbird/Section ds6,She did.,Słyszała.
Examine/florasroomNIGHTbrushpallete/Section ds1,Freya... did you leave us a clue?,Freya... zostawiłaś nam jakiś trop?
Examine/florasroomNIGHTbrushpallete/Section ds3,...,...
Examine/florasroomNIGHTcanvas/Section ds11,"The answer is in the painting, I'm sure of it.","Odpowiedź jest w tym obrazie, jestem tego pewien."
Examine/florasroomNIGHTcanvas/Section ds12,...,...
Examine/florasroomNIGHTceiling/Section ds0,...,...
Examine/florasroomNIGHTdoor/Section ds0,...,...
Examine/florasroomNIGHTgramaphone/Section ds4,...,...
Examine/florasroomNIGHTpaintsupplies/Section ds0,...,...
Examine/florasroomNIGHTplant/Section ds0,The plant.,Roślina.
Examine/florasroomNIGHTplant/Section ds2,It's in the book...,Jest w książce...
Examine/florasroomNIGHTplant/Section ds3,What?,Co?
Examine/florasroomNIGHTplant/Section ds4,Look.,Spójrz.
Examine/florasroomNIGHTwhiteline/Section ds9,...,...
Examine/florasroomNIGHTwindow/Section ds0,I can see the stars.,Widzę gwiazdy.
Examine/florasroomPrePainting/Section ds0,...let's take a look at that painting first.,...przyjrzyjmy się najpierw temu obrazowi.
Examine/florasroombase/Section ds0,The whole room has a strange feeling about it.,Cały pokój ma w sobie coś dziwnego.
Examine/florasroombase/Section ds2,"Yeah, there [h]might[/h] be a reason for that.","Tak, [h]może[/h] być na to powód."
Examine/florasroombooks/Section ds0,A bunch of old books.,Sterta starych książek.
Examine/florasroombooks/Section ds1,"Covered in dust now, but they look well-read.","Teraz pokryte kurzem, ale wyglądają na dobrze wyczytane."
Examine/florasroombrushpallete/Section ds0,...looks like she was still holding her paintbrush and palette when she fell.,"...wygląda, że wciąż trzymała pędzel i paletę, kiedy upadła."
Examine/florasroombrushpallete/Section ds1,Didn't even get a chance to clean her brush...,Nie miała nawet szansy umyć pędzla...
Examine/florasroombrushpallete/Section ds2,Supposedly Freya was working on the painting when she was killed.,"Podobno Freya pracowała nad obrazem, gdy została zabita."
Examine/florasroomcanvas/Section ds1,The unfinished portrait of Flora Fellow.,Niedokończony portret Flory Fellow.
Examine/florasroomcanvas/Section ds10,So... what - Freya was killed halfway through painting it?,Więc... co - Freya została zabita w połowie jego malowania?
Examine/florasroomcanvas/Section ds11,...looks that way.,...na to wygląda.
Examine/florasroomcanvas/Section ds4,There it is.,Oto i on.
Examine/florasroomceiling1/Section ds0,"...we're at the top of the tower, right?","...jesteśmy na szczycie wieży, prawda?"
Examine/florasroomceiling1/Section ds2,I think so. Why?,Chyba tak. Czemu?
Examine/florasroomceiling1/Section ds3,"Doesn't matter.
It's nothing.","Nieważne.
To nic."
Examine/florasroomceiling1/Section ds5,...,...
Examine/florasroomceiling2/Section ds2,"The attic's directly above us, right?","Strych jest dokładnie nad nami, prawda?"
Examine/florasroomceiling2/Section ds6,Yeah...,Tak...
Examine/florasroomdoor/Section ds0,That's the only door in and out of the room.,To jedyne drzwi prowadzące do i z tego pokoju.
Examine/florasroomdoor/Section ds1,It's also... on the floor.,Są też... na podłodze.
Examine/florasroomdoor/Section ds3,"Sure is.
Guessing it's not supposed to be down there.","Rzeczywiście.
Zgaduję, że nie mają tam leżeć."
Examine/florasroomgramaphone1/Section ds0,...is that a gramophone?,...to gramofon?
Examine/florasroomgramaphone1/Section ds1,I think so.,Chyba tak.
Examine/florasroomgramaphone1/Section ds3,Except it's got a tape-deck instead of a turntable.,Tyle że ma odtwarzacz kasetowy zamiast talerza.
Examine/florasroomgramaphone1/Section ds4,...It's also got a big crack down the middle.,...ma też wielkie pęknięcie na środku.
Examine/florasroomgramaphone2/Section ds0,It sure is... pink.,Jest zdecydowanie... różowa.
Examine/florasroomgramaphone2/Section ds7,What about the cassette tape?,A co z kasetą magnetofonową?
Examine/florasroomgramaphone3/Section ds5,"The gramophone?
We could give it a go.","Gramofon?
Możemy spróbować."
Examine/florasroomgramaphone3/Section ds9,Do you think it still works?,"Myślisz, że wciąż działa?"
Examine/florasroomgramaphonepuzzle/Section ds0,...,...
Examine/florasroomgramaphonepuzzle/Section ds0 Choice 1,Try it.,Spróbuj.
Examine/florasroomgramaphonepuzzle/Section ds0 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/florasroompaintsupplies/Section ds0,Freya's painting supplies.,Materiały malarskie Freyi.
Examine/florasroompictures/Section ds0,Somehow the sunlight doesn't seem to be making it very far into the room.,Jakoś światło słoneczne nie sięga zbyt daleko w głąb tego pokoju.
Examine/florasroompictures/Section ds4,It's so dark back there...,Tam z tyłu jest tak ciemno...
Examine/florasroomplant/Section ds0,"A little pot plant, balanced on the windowledge.","Mała donica z rośliną, oparta na parapecie."
Examine/florasroomplant/Section ds1,...it's the only plant in the entire room.,...to jedyna roślina w całym pokoju.
Examine/florasroomwhiteline/Section ds0,...,...
Examine/florasroomwhiteline/Section ds1,The outline of Freya Fellow. Looks like she fell onto her back.,"Zarys Freyi Fellow. Wygląda, że upadła na plecy."
Examine/florasroomwhiteline/Section ds2,"There's a single patch of blood.
Right in the middle.","Jest jedna plama krwi.
Dokładnie na środku."
Examine/florasroomwhiteline/Section ds3,Her feet were right up by the canvas.,Jej stopy były tuż przy płótnie.
Examine/florasroomwhiteline/Section ds4,So she was probably standing really close to the canvas when she fell.,"Więc pewnie stała bardzo blisko płótna, gdy upadła."
Examine/florasroomwhiteline/Section ds5,So?,I co z tego?
Examine/florasroomwhiteline/Section ds6,That's weird.,To dziwne.
Examine/florasroomwhiteline/Section ds7,No real signs of a struggle...,Nie widać żadnych prawdziwych oznak szamotaniny...
Examine/florasroomwhiteline/Section ds8,What?,Co?
Examine/florasroomwhiteline/Section ds9,Let's check the case file again.,Sprawdźmy jeszcze raz akta sprawy.
Examine/florasroomwindow/Section ds0,Half the room is a big open window.,Połowa pokoju to wielkie otwarte okno.
Examine/florasroomwindow/Section ds1,I don't know if you can call it an open window.,"Nie wiem, czy można to nazwać otwartym oknem."
Examine/florasroomwindow/Section ds2,It's more like...,To bardziej jak...
Examine/florasroomwindow/Section ds3,The sudden absence of wall.,Nagły brak ściany.
Examine/labexamBASE/Section ds0,I can barely tell what I'm looking at.,"Ledwo widzę, na co patrzę."
Examine/labexamBASE/Section ds2,It's so dark.,Tu jest tak ciemno.
Examine/labexamBIGWATER/Section ds1,Thirsty?,Spragniony?
Examine/labexamBOOKS/Section ds2,Forensic Entomology - volume three.,Entomologia sądowa - tom trzeci.
Examine/labexamBOOKS/Section ds3,That's an [h]incredibly[/h] specific area of study...,To [h]niesamowicie[/h] wąska dziedzina badań...
Examine/labexamBOTTLES/Section ds0,It [h]looks[/h] like they're being boiled...,"[h]Wygląda[/h], jakby się gotowały..."
Examine/labexamBOTTLES/Section ds2,...but the liquid is ice cold.,...ale ciecz jest lodowato zimna.
Examine/labexamCANDELBARREL/Section ds0,"A candle.
Perched on a barrel.","Świeca.
Usadowiona na beczce."
Examine/labexamCANDELBARREL/Section ds1,Very medieval.,Bardzo średniowieczne.
Examine/labexamCANDELBARREL/Section ds2,I was thinking pirates.,"Ja bym powiedział, że pirackie."
Examine/labexamCANDELBARREL/Section ds3,Medieval pirates.,Średniowieczni piraci.
Examine/labexamCEILING/Section ds5,That really doesn't look like the ceiling of a basement...,To naprawdę nie wygląda na sufit piwnicy...
Examine/labexamCEILING/Section ds7,Nope. It looks like the inside of a roof.,Nie. Wygląda jak wnętrze dachu.
Examine/labexamCHEMISTRY/Section ds0,Chemistry apparatus.,Aparatura chemiczna.
Examine/labexamHANGINGBUGS/Section ds3,"Bugs.
[h]Big[/h] ones.","Owady.
[h]Duże[/h]."
Examine/labexamHANGINGBUGS/Section ds4,Looks like they're made of [h]metal...[/h],"Wyglądają, jakby były zrobione z [h]metalu...[/h]"
Examine/labexamHANGINGFIRE/Section ds0,This place would [h]never[/h] pass a fire safety inspection.,To miejsce [h]nigdy[/h] nie przeszłoby kontroli przeciwpożarowej.
Examine/labexamHATCH/Section ds0,It's a hatch.,To klapa.
Examine/labexamHATCH/Section ds1,We're already in the basement.,Jesteśmy już w piwnicy.
Examine/labexamHATCH/Section ds2,But...,Ale...
Examine/labexamHATCH/Section ds3,Depends on your perspective.,Zależy z jakiej perspektywy.
Examine/labexamHATCH/Section ds6,"Let's not go down, just yet.",Nie schodźmy jeszcze na dół.
Examine/labexamHATCH/Section ds7,We still haven't explored this room properly.,Wciąż nie zbadaliśmy porządnie tego pokoju.
Examine/labexamHATCH/Section ds8,...,...
Examine/labexamHATCH2/Section ds0,It's a hatch.,To klapa.
Examine/labexamHATCH2/Section ds1,We're already in the basement.,Jesteśmy już w piwnicy.
Examine/labexamHATCH2/Section ds2,But...,Ale...
Examine/labexamHATCH2/Section ds3,Depends on your perspective.,Zależy z jakiej perspektywy.
Examine/labexamHATCH2/Section ds3 Choice 1,Go down.,Zejdź na dół.
Examine/labexamHATCH2/Section ds3 Choice 2,Stay here.,Zostań tutaj.
Examine/labexamINSECTTRAY/Section ds0,What's in there?,Co tam jest?
Examine/labexamINSECTTRAY/Section ds2,...,...
Examine/labexamINSECTTRAY/Section ds2 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/labexamINSECTTRAY/Section ds2 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/labexamLABCOAT/Section ds0,-is that a lab coat?,-to fartuch laboratoryjny?
Examine/labexamLABCOAT/Section ds2,Size: Small,Rozmiar: mały
Examine/labexamLABCOAT/Section ds3,Warning: Hand wash only.,Uwaga: prać tylko ręcznie.
Examine/labexamLADDER/Section ds0,The ladder leading back up to the gardens.,Drabina prowadząca z powrotem do ogrodów.
Examine/labexamPILEOFPAPER/Section ds3,What a mess.,Co za bałagan.
Examine/labexamPILEOFPAPER/Section ds4,Any idea what this is all about...?,"Masz pojęcie, o co w tym wszystkim chodzi...?"
Examine/labexamPILEOFPAPER/Section ds4 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/labexamPILEOFPAPER/Section ds4 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/labexamPLANTS/Section ds0,"Rows of plants, growing in wide wooden boxes.","Rzędy roślin, rosnących w szerokich drewnianych skrzyniach."
Examine/labexamPLANTS/Section ds1,What colour is the soil?,Jakiego koloru jest ziemia?
Examine/labexamPLANTS/Section ds3,"It looks black, but it's too dark to tell.","Wygląda na czarną, ale jest zbyt ciemno, żeby to stwierdzić."
Examine/labexamPOSTERS/Section ds0,Hand-drawn entomology charts.,Ręcznie rysowane wykresy entomologiczne.
Examine/labexamTANK BG/Section ds0,"A glass tank.
It's full of plants.","Szklany zbiornik.
Pełen roślin."
Examine/labexamTANK BG/Section ds1,There's a layer of condensation on the inside.,Od wewnątrz pokryty warstwą skroplin.
Examine/labexamTANKMID/Section ds0,A cracked glass tank with nine little rooms.,Pęknięty szklany zbiornik z dziewięcioma małymi pomieszczeniami.
Examine/labexamTANKMID/Section ds1,I like that you called them 'rooms.',"Podoba mi się, że nazwałeś je 'pomieszczeniami'."
Examine/labexamTANKMID/Section ds2,Each one has one or two insects inside.,W każdym jest jeden lub dwa owady.
Examine/labexamTANKMID/Section ds3,I... can't tell if they're still alive.,"Ja... nie mogę stwierdzić, czy wciąż żyją."
Examine/musicexam floor papers/Section ds2,"That's a lot of notes...
Looks pretty difficult.","To mnóstwo nutek...
Wygląda na całkiem trudne."
Examine/musicexam floor papers/Section ds4,"Sheet music.
It's handwritten.","Nuty.
Są pisane ręcznie."
Examine/musicexam floor papers/Section ds6,Probably why they're on the floor.,Pewnie dlatego leżą na podłodze.
Examine/musicexam globe/Section ds0,For globing.,Do globusowania.
Examine/musicexam globe/Section ds1,It's a globe.,To globus.
Examine/musicexam lanterns/Section ds0,Are they... paper lanterns?,Czy to... papierowe latarnie?
Examine/musicexam lanterns/Section ds1,"Whatever they are, I like them.","Czymkolwiek są, podobają mi się."
Examine/musicexam lanterns/Section ds2,It's like a little parade of floating spirits.,To jak mała parada unoszących się duchów.
Examine/musicexam piano/Section ds0,It's one of those big pianos with the open lids.,To jeden z tych wielkich fortepianów z otwartą klapą.
Examine/musicexam piano/Section ds1,Don't touch it.,Nie dotykaj go.
Examine/musicexam piano/Section ds3,Why not?,Czemu nie?
Examine/musicexam piano/Section ds4,Might be haunted.,Może być nawiedzony.
Examine/musicexam violin/Section ds0,"Who plays the violin, I wonder?","Ciekawe, kto gra na skrzypcach?"
Examine/musicexam violin/Section ds2,It's pretty dusty.,Jest całkiem zakurzone.
Examine/musicexam violin/Section ds3,So I'm guessing - nobody.,Więc zgaduję - nikt.
Examine/musicexambase/Section ds0,Alright... you got your wish.,"Dobrze... masz, czego chciałaś."
Examine/musicexambase/Section ds1,Spooky murder mansion?,Straszną rezydencję z morderstwem?
Examine/musicexambase/Section ds2,Spooky murder mansion.,Straszną rezydencję z morderstwem.
Examine/musicexamboggy/Section ds0,Well it [h]is[/h] the music room.,"Cóż, to [h]jest[/h] sala muzyczna."
Examine/musicexamboggy/Section ds1,...what's with all the broken glass?,...o co chodzi z tym całym rozbitym szkłem?
Examine/musicexamboggy/Section ds4,"Whatever it is...
-it's playing a little trumpet.","Czymkolwiek to jest...
-gra na małej trąbce."
Examine/musicexamboggy/Section ds5,He's gotta practice.,Musi ćwiczyć.
Examine/musicexambookcandles/Section ds0,"One - old, wooden bookcase.","Jeden - stary, drewniany regał na książki."
Examine/musicexambookcandles/Section ds1,Yup.,Ta.
Examine/musicexambookcandles/Section ds2,Twenty-five dry old books.,"Dwadzieścia pięć starych, suchych książek."
Examine/musicexambookcandles/Section ds3,Mhm.,Mhm.
Examine/musicexambookcandles/Section ds4,Four lit candles.,Cztery zapalone świece.
Examine/musicexambookcandles/Section ds5,Yeah.,Tak.
Examine/musicexambookcandles/Section ds6,...am I the only one seeing the problem?,...czy tylko ja widzę tu problem?
Examine/musicexamceilingplants/Section ds0,>sniff<,>wąchanie<
Examine/musicexamceilingplants/Section ds1,Smells like a forest in here.,Pachnie tu jak w lesie.
Examine/musicexamwallpainting/Section ds0,There's a faded mural on the wall.,Na ścianie jest wyblakły mural.
Examine/musicexamwallpainting/Section ds3,When I was a kid I never knew the difference between a mural and a mosaic.,"Kiedy byłam dzieckiem, nigdy nie znałam różnicy między muralem a mozaiką."
Examine/musicexamwallpainting/Section ds4,...,...
Examine/musicexamwallpainting/Section ds5,"You still don't know, do you?","Wciąż nie znasz, prawda?"
Examine/musicexamwallpainting/Section ds6,No.,Nie.
Examine/musicexamwindow/Section ds0,"...that's just daylight, right?","...to po prostu światło dzienne, prawda?"
Examine/musicexamwindow/Section ds1,What else would it be?,A czym miałoby być?
Examine/stoneexambase/Section ds2,First one too.,Też pierwszy.
Examine/stoneexambase/Section ds8,It's a big stone dais.,To wielki kamienny podest.
Examine/stoneexambase/Section ds9,Biggest one I've ever seen.,"Największy, jaki w życiu widziałam."
Examine/stoneexambench/Section ds1,There's a metal plaque on the bench.,Na ławce jest metalowa tabliczka.
Examine/stoneexambench/Section ds4,...I think there was at [h]one[/h] point.,"...myślę, że w [h]pewnym[/h] momencie była."
Examine/stoneexambench/Section ds6,But someone's scratched it off.,Ale ktoś ją zdrapał.
Examine/stoneexambench/Section ds7,-is there a message engraved on it?,-jest na niej wyryta jakaś wiadomość?
